Date,Open,High,Low,Close,Adj Close,Volume
2017-07-28,0.254500,0.255500,0.241100,0.241100,0.237305,128418546
2017-07-31,0.242800,0.245900,0.234100,0.241400,0.237601,87646876
2017-08-01,0.241700,0.246000,0.241100,0.245000,0.241144,57030360
2017-08-02,0.244800,0.245400,0.238300,0.238500,0.234746,67043108
2017-08-03,0.238000,0.240000,0.229200,0.229200,0.225593,109870903
2017-08-04,0.229200,0.241000,0.222200,0.236700,0.232975,96284397
2017-08-07,0.237100,0.239500,0.235800,0.238600,0.234845,38724141
2017-08-08,0.238500,0.240300,0.236600,0.238000,0.234254,38172174
2017-08-09,0.236900,0.236900,0.231400,0.234000,0.230317,40341273
2017-08-10,0.232800,0.237500,0.231000,0.235500,0.231793,32123301
2017-08-11,0.234200,0.234500,0.231000,0.232000,0.228348,35238940
2017-08-14,0.233400,0.240800,0.233000,0.240400,0.236616,50184174
2017-08-15,0.240500,0.243000,0.238700,0.238800,0.235041,32441645
2017-08-16,0.239800,0.241300,0.237700,0.237700,0.233959,32921884
2017-08-17,0.237800,0.239000,0.232400,0.234900,0.231203,38481858
2017-08-18,0.232900,0.233500,0.229300,0.230000,0.226380,43907133
2017-08-21,0.230000,0.230100,0.227000,0.228500,0.224904,25049488
2017-08-22,0.230000,0.232500,0.226600,0.227000,0.223427,29086791
2017-08-23,0.227200,0.228900,0.224400,0.226300,0.222738,29890591
2017-08-24,0.226600,0.231400,0.224700,0.230000,0.226380,40854083
2017-08-25,0.230200,0.231500,0.225800,0.225800,0.222246,30020879
2017-08-28,0.225100,0.225100,0.220700,0.222000,0.218506,31464555
2017-08-29,0.220000,0.220300,0.211500,0.220000,0.216537,84345585
2017-08-30,0.220300,0.223300,0.216300,0.216300,0.212896,25607022
2017-08-31,0.216300,0.226000,0.214100,0.223400,0.219884,58215909
2017-09-01,0.224500,0.229900,0.224500,0.226500,0.222935,55045871
2017-09-04,0.225000,0.225200,0.221400,0.223000,0.219490,29278248
2017-09-05,0.224000,0.226500,0.213500,0.215100,0.211714,61104521
2017-09-06,0.215000,0.218500,0.211600,0.214800,0.211419,63036225
2017-09-07,0.217300,0.217300,0.197600,0.199500,0.196360,156031159
2017-09-08,0.199100,0.212000,0.185500,0.211700,0.208368,228631473
2017-09-11,0.212400,0.216900,0.200500,0.201900,0.198722,107571416
2017-09-12,0.205000,0.213200,0.204700,0.210000,0.206695,88579594
2017-09-13,0.210200,0.214500,0.208800,0.213800,0.210435,52400479
2017-09-14,0.213200,0.216700,0.210700,0.215700,0.212305,59657468
2017-09-15,0.214000,0.216000,0.208600,0.214500,0.211124,111796781
2017-09-18,0.222100,0.230000,0.222100,0.226500,0.222935,147833694
2017-09-19,0.228500,0.234000,0.228500,0.232200,0.228545,112791418
2017-09-20,0.232000,0.233800,0.225500,0.228000,0.224411,86156177
2017-09-21,0.229600,0.233600,0.227400,0.231000,0.227364,85589911
2017-09-22,0.230100,0.233400,0.228100,0.231200,0.227561,69267057
2017-09-25,0.230100,0.230800,0.226300,0.227400,0.223821,103714389
2017-09-26,0.226900,0.230600,0.225500,0.230400,0.226774,45174542
2017-09-27,0.232000,0.240000,0.230700,0.239800,0.236026,106565816
2017-09-28,0.240000,0.246000,0.239500,0.244000,0.240160,119389330
2017-09-29,0.245900,0.247500,0.242500,0.245300,0.241439,105256551
2017-10-02,0.246500,0.249000,0.243100,0.246000,0.242128,81299709
2017-10-03,0.247100,0.248100,0.243500,0.245000,0.241144,96076504
2017-10-04,0.245900,0.246000,0.237500,0.240100,0.236321,133190081
2017-10-05,0.240000,0.244900,0.238500,0.244900,0.241045,80312211
2017-10-06,0.246200,0.248100,0.243800,0.244200,0.240356,85219272
2017-10-09,0.243900,0.249900,0.243900,0.247900,0.243998,71931445
2017-10-10,0.247500,0.249800,0.240500,0.241500,0.237699,104497297
2017-10-11,0.244600,0.247300,0.243800,0.246500,0.242620,81143927
2017-10-12,0.247000,0.248200,0.244800,0.246200,0.242325,73458233
2017-10-13,0.247000,0.251800,0.245100,0.251300,0.247345,117526571
2017-10-16,0.251000,0.257200,0.250200,0.257200,0.253152,101311905
2017-10-17,0.258000,0.259700,0.253100,0.256000,0.251971,72987979
2017-10-18,0.256000,0.257200,0.250600,0.257100,0.253053,76755750
2017-10-19,0.257000,0.258200,0.254000,0.256900,0.252857,49905949
2017-10-20,0.257400,0.259900,0.256300,0.259200,0.255120,88715456
2017-10-23,0.259500,0.260000,0.254500,0.255000,0.250986,52336681
2017-10-24,0.255000,0.256500,0.252100,0.253100,0.249116,37951294
2017-10-25,0.252500,0.255100,0.249000,0.249700,0.245770,37943483
2017-10-26,0.249000,0.252200,0.245300,0.249900,0.245967,63200222
2017-10-27,0.250600,0.252400,0.246800,0.247500,0.243605,29733344
2017-10-30,0.249500,0.257800,0.247500,0.255000,0.250986,67210883
2017-10-31,0.258000,0.258200,0.256300,0.256500,0.252463,38930984
2017-11-01,0.257800,0.257800,0.253600,0.253800,0.249805,38155831
2017-11-02,0.254500,0.257400,0.254100,0.255600,0.251577,27315093
2017-11-03,0.255700,0.255900,0.250200,0.254500,0.250494,41638099
2017-11-06,0.254000,0.255300,0.250200,0.255200,0.251183,23304032
2017-11-07,0.256500,0.257400,0.252500,0.252700,0.248723,28278504
2017-11-08,0.252700,0.252900,0.243500,0.246400,0.242522,57108205
2017-11-09,0.246500,0.251700,0.244000,0.245300,0.241439,38146163
2017-11-10,0.247900,0.252500,0.246600,0.249500,0.245573,38023585
2017-11-13,0.250900,0.252800,0.248300,0.252300,0.248329,41427115
2017-11-14,0.253200,0.257700,0.249400,0.250900,0.246951,78124439
2017-11-15,0.249900,0.254000,0.245500,0.252200,0.248231,44337573
2017-11-16,0.253600,0.255300,0.251800,0.253700,0.249707,39134399
2017-11-17,0.253800,0.254900,0.250900,0.254000,0.250002,33683165
2017-11-20,0.254000,0.255000,0.251000,0.251700,0.247738,33266152
2017-11-21,0.251700,0.252800,0.247500,0.250800,0.246853,40259673
2017-11-22,0.251000,0.253700,0.248200,0.249000,0.245081,60968350
2017-11-23,0.248700,0.250200,0.247600,0.249000,0.245081,18599416
2017-11-24,0.249000,0.250300,0.247900,0.249300,0.245376,17184109
2017-11-27,0.248800,0.249000,0.241700,0.245800,0.241931,37871581
2017-11-28,0.246400,0.247800,0.240200,0.242100,0.238290,36745806
2017-11-29,0.246100,0.256500,0.245300,0.255000,0.250986,124737050
2017-11-30,0.255000,0.258000,0.254000,0.257500,0.253447,77180355
2017-12-01,0.257100,0.261500,0.256500,0.258100,0.254038,65088692
2017-12-04,0.259900,0.260900,0.257000,0.259900,0.255809,44886758
2017-12-05,0.260000,0.267600,0.259100,0.266300,0.262109,111350477
2017-12-06,0.265000,0.265000,0.258000,0.261200,0.257089,71779917
2017-12-07,0.262000,0.264500,0.259000,0.262200,0.258073,45081604
2017-12-08,0.262700,0.265700,0.260200,0.260300,0.256203,55870815
2017-12-11,0.261200,0.262600,0.255500,0.258500,0.254431,50066819
2017-12-12,0.258900,0.260900,0.255800,0.260900,0.256794,40404132
2017-12-13,0.260000,0.263900,0.259200,0.260300,0.256203,47419826
2017-12-14,0.259700,0.261700,0.258800,0.260000,0.255908,42235193
2017-12-15,0.259600,0.263000,0.257600,0.263000,0.258861,68810118
2017-12-18,0.266000,0.267500,0.263300,0.265300,0.261124,47925889
2017-12-19,0.265000,0.270900,0.265000,0.269500,0.265258,87415353
2017-12-20,0.269700,0.271800,0.268300,0.270200,0.265947,58092993
2017-12-21,0.269500,0.270800,0.269000,0.270500,0.266243,30968570
2017-12-22,0.269900,0.271000,0.268000,0.270000,0.265750,55126274
2017-12-27,0.269100,0.270800,0.268600,0.269700,0.265455,47191823
2017-12-28,0.269700,0.273500,0.269600,0.270200,0.265947,42887736
2017-12-29,0.270600,0.272400,0.269700,0.272000,0.267719,40284377
2018-01-02,0.272800,0.281500,0.272800,0.280000,0.275593,81044935
2018-01-03,0.280900,0.292000,0.280900,0.287500,0.282975,120652796
2018-01-04,0.290000,0.299900,0.289300,0.298500,0.293802,123586185
2018-01-05,0.299700,0.301500,0.294000,0.297700,0.293014,89790720
2018-01-08,0.298700,0.300900,0.297700,0.300800,0.296066,77531452
2018-01-09,0.301200,0.309000,0.301000,0.302700,0.297936,77157098
2018-01-10,0.302900,0.305900,0.300300,0.302500,0.297739,55656341
2018-01-11,0.301500,0.303900,0.300300,0.300800,0.296066,47368961
2018-01-12,0.301200,0.303000,0.295100,0.295900,0.291243,56106384
2018-01-15,0.297000,0.298500,0.290000,0.291000,0.286420,36824250
2018-01-16,0.291100,0.296800,0.288900,0.289100,0.284550,57605615
2018-01-17,0.289100,0.292900,0.289100,0.292400,0.287798,41560185
2018-01-18,0.293900,0.304800,0.291800,0.303400,0.298625,75376077
2018-01-19,0.302500,0.306500,0.299300,0.304500,0.299707,55157789
2018-01-22,0.305800,0.320000,0.305600,0.319900,0.314865,97728308
2018-01-23,0.323300,0.333900,0.323300,0.333900,0.328645,129243125
2018-01-24,0.332800,0.333200,0.324200,0.326500,0.321361,83971381
2018-01-25,0.325900,0.331500,0.324600,0.329200,0.324019,64023762
2018-01-26,0.330000,0.333500,0.329600,0.332400,0.327168,47538318
2018-01-29,0.333500,0.336000,0.326100,0.329500,0.324314,59625193
2018-01-30,0.329100,0.329500,0.320100,0.324500,0.319393,50354460
2018-01-31,0.324500,0.328100,0.322100,0.322100,0.317030,41627821
2018-02-01,0.322000,0.324200,0.310200,0.310200,0.305318,76323358
2018-02-02,0.310200,0.311000,0.300400,0.304200,0.299412,60289002
2018-02-05,0.300000,0.301000,0.293000,0.298700,0.293999,58448925
2018-02-06,0.290000,0.298700,0.282000,0.292500,0.287896,84990835
2018-02-07,0.299500,0.306700,0.299000,0.305000,0.300200,54525399
2018-02-08,0.305600,0.306500,0.297100,0.298800,0.294097,53925793
2018-02-09,0.293900,0.295000,0.287000,0.289400,0.284845,71875626
2018-02-12,0.295100,0.301100,0.293000,0.296300,0.291636,50922166
2018-02-13,0.297000,0.299200,0.292900,0.294800,0.290160,29069080
2018-02-14,0.297400,0.305400,0.295100,0.304800,0.300003,51591987
2018-02-15,0.313000,0.328000,0.306000,0.309500,0.304629,128940577
2018-02-16,0.313800,0.316000,0.301000,0.305400,0.300593,57414507
2018-02-19,0.306700,0.307800,0.294000,0.294500,0.289865,46310799
2018-02-20,0.294500,0.296700,0.288800,0.293600,0.288979,43380056
2018-02-21,0.292200,0.298500,0.289100,0.295500,0.290849,31232462
2018-02-22,0.293500,0.294300,0.289300,0.289500,0.284943,36719638
2018-02-23,0.289500,0.291300,0.284200,0.286100,0.281597,34742173
2018-02-26,0.288000,0.292900,0.285100,0.285900,0.281400,37532337
2018-02-27,0.287000,0.292500,0.281100,0.291500,0.286912,45373920
2018-02-28,0.288000,0.296800,0.285100,0.295000,0.290357,55231356
2018-03-01,0.294000,0.298700,0.285600,0.298700,0.293999,84341556
2018-03-02,0.298600,0.312100,0.291200,0.312100,0.307188,352246274
2018-03-05,0.306000,0.317500,0.296700,0.302000,0.297247,148088191
2018-03-06,0.303900,0.306200,0.294000,0.295400,0.290751,68277782
2018-03-07,0.293000,0.294800,0.286500,0.291000,0.286420,69607797
2018-03-08,0.293300,0.297400,0.288000,0.292500,0.287896,52027871
2018-03-09,0.294200,0.295000,0.288200,0.289200,0.284648,36796069
2018-03-12,0.292000,0.293800,0.284600,0.285100,0.280613,48418507
2018-03-13,0.286900,0.294900,0.286300,0.291000,0.286420,70015878
2018-03-14,0.291000,0.293600,0.285000,0.286100,0.281597,53909418
2018-03-15,0.287300,0.289400,0.283200,0.285800,0.281302,57741101
2018-03-16,0.286700,0.287200,0.270200,0.278200,0.273821,125493748
2018-03-19,0.279000,0.284000,0.275600,0.280000,0.275593,45148238
2018-03-20,0.282000,0.282000,0.278100,0.280700,0.276282,27039076
2018-03-21,0.281200,0.281200,0.277100,0.279800,0.275396,33350558
2018-03-22,0.277400,0.280700,0.270800,0.276700,0.272345,57225432
2018-03-23,0.271100,0.277600,0.268200,0.275400,0.271065,58805028
2018-03-26,0.277400,0.278600,0.271700,0.274100,0.269786,35946622
2018-03-27,0.277500,0.279700,0.275000,0.276200,0.271853,29776559
2018-03-28,0.274000,0.274000,0.267700,0.268700,0.264471,46710116
2018-03-29,0.268300,0.274900,0.268300,0.272000,0.267719,35606544
2018-04-03,0.270000,0.270400,0.264400,0.266000,0.261813,41194481
2018-04-04,0.265000,0.266400,0.259900,0.263400,0.259254,53340634
2018-04-05,0.267100,0.276900,0.267100,0.276900,0.272542,51706825
2018-04-06,0.275000,0.276700,0.270400,0.270800,0.266538,40613055
2018-04-09,0.274100,0.275700,0.272200,0.272600,0.268309,24264969
2018-04-10,0.274400,0.276500,0.272800,0.275500,0.271164,26925816
2018-04-11,0.275000,0.277000,0.272900,0.273300,0.268998,27849802
2018-04-12,0.273100,0.283700,0.273100,0.281600,0.277168,49860922
2018-04-13,0.280500,0.284800,0.279100,0.280000,0.275593,34661288
2018-04-16,0.281500,0.283400,0.278700,0.281100,0.276676,34320481
2018-04-17,0.282800,0.283000,0.279400,0.280800,0.276380,20851171
2018-04-18,0.280800,0.284300,0.280600,0.283300,0.278841,29170014
2018-04-19,0.283000,0.285500,0.280000,0.285400,0.280908,34519602
2018-04-20,0.284000,0.288800,0.282800,0.288800,0.284255,32500361
2018-04-23,0.288900,0.290900,0.285600,0.290900,0.286321,33612321
2018-04-24,0.290000,0.294100,0.288600,0.291800,0.287207,40108502
2018-04-25,0.290800,0.291700,0.285300,0.288500,0.283959,30497684
2018-04-26,0.288100,0.289300,0.279500,0.279500,0.275101,40035281
2018-04-27,0.280600,0.284200,0.280400,0.281800,0.277365,20406700
