Date,Open,High,Low,Close,Adj Close,Volume
2017-04-28,0.200900,0.206900,0.198000,0.204800,0.201577,73049352
2017-05-02,0.205300,0.214300,0.204900,0.213700,0.210337,105235623
2017-05-03,0.212000,0.216700,0.210200,0.214700,0.211321,88938170
2017-05-04,0.215100,0.226000,0.213300,0.226000,0.222443,156357960
2017-05-05,0.225000,0.231000,0.220100,0.230000,0.226380,120729301
2017-05-08,0.235000,0.235600,0.224000,0.224600,0.221065,132202160
2017-05-09,0.230000,0.237500,0.225100,0.226500,0.222935,196836794
2017-05-10,0.228300,0.228500,0.220600,0.226000,0.222443,95005938
2017-05-11,0.227200,0.228000,0.222100,0.225300,0.221754,59066525
2017-05-12,0.226800,0.228000,0.219000,0.220000,0.216537,79652280
2017-05-15,0.221800,0.222100,0.214200,0.220700,0.217226,60134204
2017-05-16,0.220000,0.222100,0.211000,0.212900,0.209549,83593842
2017-05-17,0.211000,0.217900,0.207000,0.210300,0.206990,75915642
2017-05-18,0.208200,0.217500,0.201600,0.215100,0.211714,88529930
2017-05-19,0.216400,0.218400,0.211700,0.214300,0.210927,58616848
2017-05-22,0.215100,0.217600,0.208000,0.213000,0.209648,56054214
2017-05-23,0.212900,0.218100,0.211000,0.218000,0.214569,67991791
2017-05-24,0.218000,0.223500,0.216900,0.222900,0.219392,105619578
2017-05-25,0.224500,0.230300,0.223200,0.230200,0.226577,144492133
2017-05-26,0.230400,0.231900,0.224400,0.227700,0.224116,103685739
2017-05-29,0.228500,0.233500,0.227200,0.228000,0.224411,42238221
2017-05-30,0.227200,0.234500,0.225100,0.231900,0.228250,89966588
2017-05-31,0.232000,0.234000,0.229100,0.230000,0.226380,90279861
2017-06-01,0.230000,0.231800,0.228100,0.231200,0.227561,66176215
2017-06-02,0.232700,0.240300,0.232000,0.237500,0.233762,164816901
2017-06-05,0.238200,0.239100,0.234200,0.236400,0.232679,42342329
2017-06-06,0.235900,0.236900,0.232100,0.233500,0.229825,57149701
2017-06-07,0.233000,0.234400,0.227000,0.227000,0.223427,92756188
2017-06-08,0.227000,0.228300,0.218100,0.224500,0.220967,132600918
2017-06-09,0.226400,0.236000,0.225600,0.234800,0.231104,156518829
2017-06-12,0.235300,0.240600,0.233000,0.238000,0.234254,145086063
2017-06-13,0.238700,0.240300,0.235600,0.239000,0.235238,73123553
2017-06-14,0.239200,0.245600,0.238500,0.238500,0.234746,147366514
2017-06-15,0.239000,0.240800,0.234000,0.238200,0.234451,67893216
2017-06-16,0.239500,0.241800,0.235100,0.237500,0.233762,81486687
2017-06-19,0.239800,0.243300,0.237000,0.242900,0.239077,79623012
2017-06-20,0.244000,0.244200,0.239600,0.240000,0.236223,69622048
2017-06-21,0.239800,0.240000,0.236200,0.237000,0.233270,58980522
2017-06-22,0.237600,0.238000,0.228500,0.236500,0.232778,121796310
2017-06-23,0.236100,0.239400,0.230500,0.231400,0.227758,59314790
2017-06-26,0.232700,0.239500,0.232000,0.236200,0.232482,59031338
2017-06-27,0.237100,0.237500,0.232600,0.235500,0.231793,44902605
2017-06-28,0.234700,0.238800,0.232300,0.238000,0.234254,75792903
2017-06-29,0.238400,0.241900,0.233000,0.233200,0.229530,96538726
2017-06-30,0.234200,0.238000,0.233300,0.235700,0.231990,56270973
2017-07-03,0.237700,0.241500,0.237300,0.240500,0.236715,87198488
2017-07-04,0.240400,0.242400,0.238600,0.242000,0.238191,65714389
2017-07-05,0.242100,0.244000,0.240900,0.242100,0.238290,64376886
2017-07-06,0.242100,0.243100,0.239100,0.240500,0.236715,46195547
2017-07-07,0.240000,0.240200,0.238200,0.238800,0.235041,25012749
2017-07-10,0.239700,0.242500,0.239000,0.239200,0.235435,53549707
2017-07-11,0.240000,0.242400,0.240000,0.241900,0.238093,50500271
2017-07-12,0.242000,0.245000,0.241800,0.243500,0.239667,74190268
2017-07-13,0.244000,0.259000,0.244000,0.258800,0.254727,126520949
2017-07-14,0.259600,0.260300,0.249500,0.251400,0.247443,105864728
2017-07-17,0.252500,0.252500,0.244000,0.244500,0.240652,87878082
2017-07-18,0.244900,0.251600,0.243500,0.251000,0.247049,65846738
2017-07-19,0.251200,0.253500,0.246200,0.246200,0.242325,95197713
2017-07-20,0.247000,0.253000,0.246300,0.251000,0.247049,78549032
2017-07-21,0.250400,0.252300,0.249000,0.249300,0.245376,40228815
2017-07-24,0.249200,0.253500,0.249200,0.251200,0.247246,49132248
2017-07-25,0.251400,0.254600,0.250000,0.253500,0.249510,60607601
2017-07-26,0.254000,0.256100,0.249400,0.250500,0.246557,67937276
2017-07-27,0.251500,0.253800,0.251100,0.252900,0.248920,29976613
